hash,ensemble_score,pu,ae,aae,rf,et,xgb
0x3610d3e3f2381c73f4bd128df9be90de87482802f30712dd555619b8bf3462a4,0.112482782563034,9.92579265588574E-05,0.281524211168289,0.391890525817871,0,0.00175487856240357,0.000170329949469306
0x43ff7e01423044cfb501b4fe9ef1386725c0ddc117dadd6e6620cb68bdeaf4f9,0.214634295743325,0.000441628062567314,0.285764515399933,1,0,0.00156676385982285,0.000170329949469306
0x542838429f32b49d71264cc1036bb7cfd66824613ba0c437f7ce4269edb58f74,0.179442267384528,5.07624542208565E-05,0.843994617462158,0.23245558142662,0,0,0.000152776061440818
0xbb9aac794415b2fbe2c947fe37ebb29c75526c150d33dd408ccddbcb52534828,0.125803377208941,2.55652207619804E-05,0.443198055028915,0.311469197273254,0,0,0.000152776061440818
0x8e28bc58897f35e71b727f3066ae57b4d597014db6778bbf70838347c112e0e1,0.0788730645315975,3.16908970382514E-05,0.195510149002075,0.277563005685806,0,0,0.000152776061440818
0x6ac2d60c8f48144f2adb10ab161efdd491a791c6a666c450d4b33c6889fc0925,0.0923296426884751,0.000105054939539708,0.259323716163635,0.293160557746887,0,0.00175487856240357,0.000170329949469306
0xea3480f1f1d1f0b32283f8f282ce16403fe22ede35c0b71a732193e56c5c45e8,0.0940205812473215,9.10642681728673E-05,0.327628493309021,0.236211389303207,0,0,0.000152169799548574
0x578a195e05f04b19fd8af6358dc6407aa1add87c3167f053beb990d6b4735f26,0.625135390197538,0.632136248848127,1,1,0.203278503985037,0.517201149692673,0.00933011155575514
0x8db0ef33024c47200d47d8e97b0fcfc4b51de1820dfb4e911f0e3fb0a4053138,0.685906471558991,0.945561030255891,1,1,0.0833095413541914,0.22340326002362,0.029762351885438
0x93a033917fcdbd5fe8ae24e9fe22f002949cba2f621a1c43a54f6519479caceb,0.159777347755633,0.000132662777968459,0.57603645324707,0.381843268871307,0,0.000625782227784501,0.000152776061440818
0xe855cc3bad87933bf742fd474bd0ae0ec58d45e9c1a0643b9700dafe8faf0864,0.713675781987971,0.973834675432881,1,1,0.138295879875224,0.341331430466248,0.021950701251626
0xeb87ebc0a18aca7d2a9ffcabf61aa69c9e8d3c6efade9e2303f8857717fb9eb7,0.705415751979033,0.95565727890618,1,1,0.139965028442457,0.310244373626887,0.0315605290234089
0xefc4ac015069fdf9946997be0459db44c0491221159220be782454c32ec2d651,0.337664087288011,0.00152001193119801,1,1,0,0.0342326783154101,0.00018407148309052
0xcb0ad9da33ecabf75df0a24aabf8a4517e4a7c5b1b2f11fee3b6a1ad9299a282,0.346427496574614,0.0186978106597693,1,1,0,0.0603820116111392,0.00137202558107674
0xd55e43c1602b28d4fd4667ee445d570c8f298f5401cf04e62ec329759ecda95d,0.709920635905693,0.953900070006318,1,1,0.141645820076371,0.314424185059828,0.0715155079960823
0xa84aa065ce61dbb1eb50ab6ae67fc31a9da50dd2c74eefd561661bfce2f1620c,0.223470333749758,0.000166492836064895,0.962821006774902,0.37756273150444,0,0,0.000157873117132112
0x2e7dc8b2fb7e25fd00ed9565dcc0ad4546363171d5e00f196d48103983ae477c,0.72163703325083,0.973296468440696,1,1,0.164961318022129,0.383979337929673,0.0259032379835844
0xb676d789bb8b66a08105c844a49c2bcffb400e5c1cfabd4bc30cca4bff3c9801,0.247416572607873,0.000202341746616742,0.498892039060593,0.98509156703949,0,0,0.000166674377396703
0xc93eb238ff42632525e990119d3edc7775299a70b56e54d83ec4f53736400964,0.322309758365972,8.6803311062123E-05,0.937355041503906,0.996227443218231,0,0,0.000153598870383576
0xcd99fadd7e28a42a063e07d9d86f67c88e10a7afe5921bd28cd1124924ae2052,0.237171598654401,0.000166362391801654,0.99999988079071,0.422586858272553,0,0,0.000165281526278704
0xe928d5de53bea42231d0dd140a3f761adb93081038a368591eb1166168297bdc,0.343172886253401,0.0266338030843532,1,0.999535322189331,0,0.00919204297693559,0.000159540766617283
0x6e6e556a5685980317cb2afdb628ed4a845b3cbd1c98bdaffd0561cb2c4790fa,0.741907720235147,0.983379582344056,1,1,0.191622459353799,0.502406726188404,0.0330015495419502
0x006763dff653ecddfd3681181a29e7e6d6c2aaa7bafb27fe1376f3f7ce367c1e,0.698354636951174,0.952458398982849,1,1,0.091639620120644,0.320296895156058,0.0158800203353167
0x2a027c8b915c3737942f512fc5d26fd15752d0332353b3059de771a35a606c2d,0.339167048368827,0.00351181199302315,1,0.999999761581421,0,0.0415324343823497,0.000435922585893422
0x0788ba222970c7c68a738b0e08fb197e669e61f9b226ceec4cab9b85abe8cceb,0.765473903677912,0.989209743806129,1,1,0.356587569447107,0.531656525007383,0.0333918072283268
0x7ac4a98599596adbf12fffa2bd23e2a2d2ac7e8989b6ea043fcc412a29126555,0.696555510213024,0.961265330840727,1,1,0.0999716997553475,0.263228610327566,0.0220032893121243
0x8b74995d1d61d3d7547575649136b8765acb22882960f0636941c44ec7bbe146,0.723446426355121,0.969990183704819,1,1,0.179890156489449,0.389411524421452,0.0317456051707268
0xc087fbd68b9349b71838982e789e204454bfd00eebf9c8e101574376eb990d92,0.235454768860678,0.000384320116497327,1,0.411852836608887,0,0,0.000160704483278096
0xbc08860cd0a08289c41033bdc84b2bb2b0c54a51ceae59620ed9904384287a38,0.359860366734448,0.0706793501115105,1,1,0.00165764349400892,0.024852160502827,0.000195446278667077
0x8af9b5fb3e2e3df8659ffb2e0f0c1f4c90d5a80f4f6fccef143b823ce673fb60,0.338334910309923,0.00194590213859385,1,1,0,0.0390211572222127,0.000155329151311889
0xf7c21600452939a81b599017ee24ee0dfd92aaaccd0a55d02819a7658a6ef635,0.703699511416409,0.960048806650842,1,1,0.138295715451713,0.283292938320034,0.0315605290234089
0xfeedbf51b4e2338e38171f6e19501327294ab1907ab44cfd2d7e7336c975ace7,0.695119424921232,0.957514251280254,1,1,0.0999702606999338,0.255039303394152,0.0285225063562393
0x53eeab4447db331dbb47f93fd58a95d6faa230d559acde0687f8b5f5829e7a45,0.679279793292452,0.907535979622849,1,1,0.0383009715088056,0.34214693305939,0.0104622961953282
0x573199feba92ab6577847f2baa634ec84845d96474af31ca81a6b82ab3a4178f,0.691169074402409,0.935565779497251,1,1,0.0466330888624807,0.356728946072117,0.0104622961953282
0xdfbfb0387129541c65934e71deee404ea70de6629258ae49d9f24bcf6e866ea6,0.339191524451906,0.00164181966654818,1,1,0,0.0476424780274136,0.000155783040099777
0xb56e984a866afed36ccf28c2a659845f5529d7de3f609d67c16c20e337c106fc,0.345897449437826,0.00879639574204401,1,1,0.00166325051525377,0.0834684948844776,0.00155611231457442
0x09a3a12d58b0bb80e33e3fb8e282728551dc430c65d1e520fe0009ec519d75e8,0.725356733136605,0.981436667610959,1,1,0.15327962266394,0.413833192283835,0.0167877804487944
0x396a83df7361519416a6dc960d394e689dd0f158095cbc6a6c387640716f5475,0.730032837279963,0.978743433358811,1,1,0.151625786785267,0.454169550511573,0.0282698981463909
0x1a7ee0a7efc70ed7429edef069a1dd001fbff378748d91f17ab1876dc6d10392,0.693380091336127,0.949857792621264,1,1,0.106648907202273,0.253075668078445,0.0311228688806295
0x485e08dc2b6a4b3aeadcb89c3d18a37666dc7d9424961a2091d6b3696792f0f3,0.710304178538311,0.974315943822206,1,1,0.0866363410847608,0.359204209791575,0.0239492245018482
0x51ce3d9cfc85c1f6a532b908bb2debb16c7569eb8b76effe614016aac6635f65,0.123261543132181,4.34646132553879E-05,0.385212302207947,0.354168146848679,0,0,0.000152776061440818
0x4d8d7e6f2bdc49e724b8d2a0241cf31d0911a230fa17230c7f025cead1842e93,0.12756401693157,0.000102054127265821,0.581092417240143,0.183568567037582,0,0.000625782227784501,0.000152776061440818
0xec7523660f8b66d9e4a5931d97ad8b30acc679c973b20038ba4c15d4336b393d,0.35182233166687,0.0463979178408315,1,1,0.00166666666666667,0.0253729932660448,0.000167571546626277
0xbc8c30b7db136e97251eaa9897853ddf125f155b7c63bbe4c06d704384a40556,0.315693164546247,5.30690049358623E-05,0.999983429908752,0.893959224224091,0,0,0.000165382109116763
0x97201900198d0054a2f7a914f5625591feb6a18e7fc6bb4f0c964b967a6c15f6,0.347541878165255,0.0359271176054471,1,1,0,0.0199265160311115,0.000169034639839083
0x591d054a9db63f0976e533f447df482bed5f24d7429646570b2108a67e24ce54,0.688651060509488,0.950994564458651,1,1,0.0566442070158284,0.276185914288244,0.0120457299053669
0x032c9e7fa7d1697fa64fd4a59f0d08278d27aa537525e9bd17f71f01d36b8b6a,0.71117182222347,0.973178032067514,1,1,0.0966380320347125,0.364536178925318,0.0198380928486586
0x1ea0a2e88efceccb2dd93e6e5cb89e5421666caeefb1e6fc41b68168373da342,0.708212103326245,0.962746019839214,1,1,0.096618249210888,0.37692560453667,0.0121270166710019
0xc6c3331fa8c2d30e1ef208424c08c039a89e510df2fb6ae31e5aa40722e28fd6,0.696160233043647,0.959040213836957,1,1,0.0966369007766547,0.264377285010545,0.0273072700947523
0x04e16a79ff928db2fa88619cdd045cdfc7979a61d836c9c9e585b3d6f6d8bc31,0.712317561215604,0.964544550569184,1,1,0.15655960552351,0.329104264685968,0.0315605290234089
0x2a50db3dac1b4468d226deb53cb34737669b5f93848ac04d4e296ade06f9876c,0.705548864600773,0.917516147382677,1,1,0.158267125741198,0.422339534373112,0.0167846791446209
0x995e880635f4a7462a420a58527023f946710167ea4c6c093d7d193062a33b01,0.665357975151467,0.841592805051837,1,1,0.0949543847288837,0.353040124036601,0.015448852442205
0xb95f56a93af1dbf477b2c527e186cc37aa4a973f8007717ff6c58ac62eb28a62,0.716753914328714,0.971254685477389,1,1,0.111617665667302,0.413276490187953,0.0121270166710019
0xcf834aff4de9992f5da9c443600dad9c6277a8a00de5007842fece51564992db,0.297074632641222,4.14755719142879E-05,0.995621085166931,0.78664231300354,0,0,0.000152169799548574
0x26a83db7e28838dd9fee6fb7314ae58dcc6aee9a20bf224c386ff5e80f7e4cf2,0.690812917878395,0.949780428638699,1,1,0.0966428746875247,0.255452079966616,0.0158800203353167
0xdb4616b89ad82062787a4e924d520639791302476484b9a6eca5126f79b6d877,0.703086708594453,0.958777210246912,1,1,0.136629065245789,0.283259152340145,0.0315605290234089
0x2cc3c3cfbdf04441f3349e49768c909ac252ace6f78b24a25d4700a47883514a,0.206602527622247,0.000168662403025537,0.480703830718994,0.75267094373703,0,0.00868418035067185,0.000170329949469306
0xd9b3e229acc755881890394cc76fde0d7b83b1abd4d046b0f69c1fd9fd495ff6,0.146112745738443,3.75450348855489E-05,0.559845149517059,0.3166543841362,0,0,0.000152776061440818
0x03543ef96c26d6c79ff6c24219c686ae6d0eb5453b322e54d3b6a5ce456385e5,0.337845528785512,0.00158716009441873,1,1,0,0.0356924207165752,0.000155858069774695
0x5a63da39b5b83fccdd825fed0226f330f802e995b8e49e19fbdd246876c67e1f,0.336213633984637,0.000903218715951873,1,1,0,0.0230526558412314,0.000160393872647546
0x7acc896b8d82874c67127ff3359d7437a15fdb4229ed83da00da1f4d8370764e,0.293796776026038,0.000369669438311587,0.999996960163117,0.761939108371735,0,0,0.000157873117132112
0xbeefd8faba2aa82704afe821fd41b670319203dd9090f7af8affdf6bcfec2d61,0.715062935785099,0.970297033009153,1,1,0.124964861951405,0.387718396782379,0.0119920643046498
0x75e3aeb00df69882a1b15d424e5e642650326ca3b923d7fd1922d57c51bc2c78,0.72442154364566,0.974003503969496,1,1,0.186556645280076,0.379666206598966,0.0315605290234089
0x06d7e7436414c658a33452d28400799f3637e83930dcec39b3bd065dabc6ef04,0.337021694315042,0.00119143203109073,1,1,0,0.0294352369508043,0.000185715791303664
0x23fcf9d4517f7cc39815b09b0a80c023ab2c8196c826c93b4100f2e26b701286,0.144523877113745,0.000780852128472429,0.592901349067688,0.272578328847885,0,0,0.000152776061440818
0xf0464b01d962f714eee9d4392b2494524d0e10ce3eb3723873afd1346b8b06e4,0.337986752836016,0.00219041194534138,1,1,0,0.0348874865035247,0.000422053184593096
0x6da8f7cb19d6e56cd9b74298677986b3b55cb9db902175c2627b7d57a85e820d,0.245718536531439,0.000693642118515636,0.476312428712845,0.992559909820557,0,0.00592466326934401,0.000152776061440818
0x6e1baa7ade5bbbabd1cefeb807327aec6082b8b467b9ff74772959c27520c743,0.123491505386659,0.000591467598660891,0.393342792987824,0.34194278717041,0,0.00655044549712851,0.000170329949469306
0xee02781eda4108f8fb3cca8355218961ad3a3e769b3de8a869acb8ed1654a67e,0.12784025830531,0.000519113585873936,0.474450081586838,0.288152396678925,0,0.00494853523357087,0.000152776061440818
0x9f3712672be7a120757d42fbe15ceefe9578914946bacbd0f3531e7fb7305576,0.156579030760015,0.000738964958991544,0.639216899871826,0.298677504062653,0,0,0.000152776061440818
0xb82239e256404e94edd650c68cea92e146c2f361a09eea11b02624eeaffbaae1,0.164823329879046,0.000923300694060772,0.647592961788178,0.336094796657562,0,0.00494853523357087,0.00015989392704796
0x57b736acc7a71a5d7d28f0abcf2d0b6553623ad480464ec347ebb30ab05aae33,0.0846490065042255,9.30197989690332E-05,0.242799133062363,0.264807045459747,0,0,0.000152776061440818
0x398a7ea42fab5228200835141bb732843b33943a8cf63bf16104568ccdfded62,0.231759151745084,0.000288883662203438,1,0.389870017766953,0,0,0.000160643365234137
0x45534e2b0d807a4b427498b973e6e02bab0ca6857b29e7c0888e9f3e03fcc0e5,0.157843727920546,0.000162925671084388,0.688855588436127,0.257361888885498,0,0.000625782227784501,0.000152776061440818
0x30fef86a72ea7e1109ffeae572439995c78561ffeb968dcbd61c609efc60fdd9,0.490168320139401,0.322765042082406,1,1,0.0999511318213151,0.333183536847856,0.010085086338222
0x610c0f7b64567fa173c701ec106acb192f6ccda5492e2c1d2e39c8a43493f954,0.0862662723563658,0.000162997304425341,0.251066327095032,0.265686303377152,0,0.000625782227784501,0.000152776061440818
0x68c900fb23f766ee989b73c9845cc1d98ceadbd36f586e2db47d5acfe60857e2,0.218050274536059,0.000271174524736974,1,0.307648211717606,0,0,0.000166674377396703
0x871cbbf381295e1c1f9014e036d2a6e860ad7571fdee03a10a40be6a905fc499,0.0749488769120773,0.00022672818108016,0.202483803033829,0.246237367391586,0,0.000625782227784501,0.000152169799548574
0xbe79c19ab998540e35a514b24ce65c1857c5604e6c0f8f2b485a53002cf02739,0.0981754557144986,0.00017648731069322,0.331022918224335,0.257157802581787,0,0.000625782227784501,0.000152776061440818
0xbe86b5b967a67365e7430ddd1bdf24556c64d1f6ab1e0898c67cf18c62ee584b,0.101582965800234,0.0002182462170389,0.34466677904129,0.263875484466553,0,0.000625782227784501,0.000152776061440818
0x71369909c1473635961d7618484705b6a83faf55e0e6b6f885ad0c9ed0d97d56,0.103584610099851,0.000158376707670495,0.378487944602966,0.242183893918991,0,0.000625782227784501,0.000152776061440818
0xfcba2c38617edab9abf146bf4381edd2674873cc7bae9c6ba505a45e03a7228b,0.303761772932365,9.92189382774694E-05,0.874998331069946,0.946854829788208,0,0.000625782227784501,0.000152776061440818
0x4019890fe5a5bd527cd3b9f7ee6d94e55b331709b703317860d028745e33a8ca,0.279866160915858,0.00150277483654691,1,0.676083266735077,0,0,0.000162134223501198
0xdd6e9625a9f9d7d91b00aad8d4bbfdc1fef4553a0b21b6f26a4a29cdfcbb4889,0.1930742587452,0.000179327457865735,0.867348909378052,0.290218949317932,0,0.000625782227784501,0.000152776061440818
0xc12a4155c2c90707138e4aef8883c8f724371145823e2f661f19b93e5b3a9d6e,0.211432452665631,0.000359245007088385,1,0.267768293619156,0,0,0.000161943244165741
0x35a73969f582872c25c96c48d8bb31c23eab8a49c19282c67509b96186734e60,0.121322640541975,0.000107314764894438,0.481075495481491,0.246544301509857,0,0,0.000152169799548574
0x1e73c4205822c28a5cb85fa354771bb4a72eb1778b68932e7ab7ba9559db09ec,0.187804972544072,8.20843977426216E-05,0.60884565114975,0.517301321029663,0,0.000625782227784501,0.000152169799548574
0x4ff4028b03c3df468197358b99f5160e5709e7fce3884cc8ce818856d058e106,0.367186341600252,0.0472312133704097,1,1,0.0133178902655067,0.148548933194886,0.00111661083064973
0x00c503b595946bccaea3d58025b5f9b3726177bbdc9674e634244135282116c7,0.652716333784379,0.779335697845665,1,1,0.133268239933638,0.387545348110722,0.015626322478056
0x12641ade277ba56215bffe6608fb078beb93bf3bb46a37fba91144790895d580,0.615556147255785,0.612245939718356,1,1,0.238252443287469,0.431616818329572,0.0333982445299625
0x0d4b5a415fa9a1452a09f8788c85a4acd2e0866519e73bdc37f5591e027b36ac,0.656292734843227,0.704261250501547,1,1,0.241587934272262,0.521184300479097,0.031078627333045
0x0c91723ebf69efc84d87ae393af51410491368fe9e9edc29cef38d5479aed140,0.574356496523387,0.53690889888897,1,1,0.119942590481795,0.411543390439456,0.0269957911223173
0x0e38dd693ddbc2f62282932f36a4b8de75f8ea1da530532af26698b4eda9a110,0.556360131360771,0.457722761952306,1,1,0.173271801493594,0.432528074956766,0.028273019939661
0x3b6c97c76446650e65959723c20489ac792fe9101d57e7349df2ebe9e05d63aa,0.626876593088669,0.634342156535288,1,1,0.231598073902139,0.487473351389122,0.0197914429008961
0x395d17328d331d7cdf83097963c3fd8d424d82257d8d6f64618fcc6e1e0065a6,0.536255857215162,0.415931123958998,1,1,0.134942204408342,0.427562971153962,0.0160041674971581
0x4d3831d7dc2496fbcd644a4c4e38efc0bb8d0f09e6daf2118b94262c573ea708,0.633371397902699,0.674085055300289,1,1,0.196601727800106,0.462012516561718,0.0194731708616018
0x5b00512a78bab3a6055d43207ea514f044b25b06c6e4e54b48befceff2c3ac93,0.6790307146615,0.777336838156147,1,1,0.249919857867428,0.4870291422876,0.0423169173300266
0xbad3925d76bcde46021b67bf59599f9655d4529682fb21e0ee1a9d27a388e460,0.445297273074531,0.211393509302673,1,1,0.049971469670664,0.302969390662464,0.020554069429636
0x51ba177ae85e58133c5910e7c3a5d027d2edfa67d10e5e3874c323b88ecc377a,0.387015654760993,0.0817049058499346,1,1,0.0333099228899345,0.203609229893701,0.0011070225154981
0xcd15358ed1cf3014bb4e88cb1229056cd9a0e81b7d29ede43a4e689e9a97b7a7,0.387135238537274,0.0906805442418155,1,1,0.0116547760323224,0.192973742776894,0.00754699530079961
0xce3cdc7c29eb7dfc565f5d99034789e80c1cd3278adafa26af6f3d21c8412c59,0.513897889128652,0.39981124025958,1,1,0.0916086392366419,0.317990810517738,0.0160478316247463
0xdc5c56869862f7da6527ec68da9d8e1e04ccc3ca16a6b3ebe8f714432d505245,0.426027587095283,0.156570761792952,1,1,0.064958370068745,0.292288533093861,0.00728909531608224
0xe15fa959627871845f2f5bbfbd7529e6d2aff20ab14ece743f11641700bd7188,0.697994978745334,0.818176645527215,1,1,0.293249409740542,0.498136206826375,0.0360392555594444
0xfddfb8cbcffb27f9f4564a3a5b0a8adb35bea104afc15d6af49fc004dd7441b0,0.646275264071607,0.710460109729777,1,1,0.196605236072336,0.455059677886986,0.0334321334958077
0xe419162da24761275b7b7e9766f3136ddfd9bdb3c4bff13be685197eed11a3ba,0.680831397400113,0.759062190080379,1,1,0.296586875807304,0.528281964180043,0.0254271663725376
0x2606d459a50ca4920722a111745c2eeced1d8a01ff25ee762e22d5d4b1595739,0.222226161985306,0.000461677371485058,0.327953159809113,1,0,0.00655044549712851,0.000170329949469306
0x108a52c403fe206bafb34ce1880138f22591f82b0f45c6c77de7c8787dc6a834,0.217536360000162,0.000229529907360276,1,0.304648220539093,0,0,0.000166408877703361
0x353a710d9a52a919a5d7220211f11e7851cf99f1243373376c8eb2e48a94b396,0.42769408191385,0.179522776894516,1,1,0.0366352594374793,0.272641761578386,0.00140138552524149
0x47da1ac72d488f746865891c9196c1632ae04f018b285b762b2b564ad1d3a9e5,0.0994632573957439,0.000521310964048012,0.344632029533386,0.250585854053497,0,0.000625782227784501,0.000152776061440818
0x0e655a77d225838499f340f5ad928acb0571b8f0e6f6fde87e0ce5f3856422d0,0.578994043120697,0.597281216651715,1,1,0.0699561592432892,0.336910549046837,0.0122360298410058
0x03c73a343b5a481c9431af2f4a2146a0e77522a23e5cca9b2ea024778589967f,0.702124842893447,0.957681902265261,1,1,0.121631695109124,0.293578354217259,0.0308678299188614
0x91ef02e6a99bf97cf5ff54d7084736f826fb280b1af14819c4d86a63c4145099,0.228364371557236,0.000402105760926234,0.500387132167816,0.865141749382019,0,0.00560946386509016,0.000170329949469306
0x4eb093c25d111efa1e8b7f6dc32cc47573c4651b6ea2e30d74bf2449c796692f,0.178565124124276,0.000377547216550693,0.394690036773682,0.672104179859161,0,0.00560946386509016,0.000152776061440818
0x51988f56315afb8417c48948092fb6c6b1007b52aac98e71b21010ddeafea95c,0.241237142478906,0.000359321730720618,1,0.446593075990677,0,0,0.000166747835464776
0x9edb3c12cd3d3352ec56c8222aaa51bbec3e47b693deb9ffa3bcd0a0060a420c,0.333378198165215,8.83415774863367E-05,1,0.999991059303284,0,0,0.000152169799548574
0xd0c23f115c66a060ffab78c91c6f9085db5af6257a72858b7fd4def6b7735617,0.113679031554068,0.000636041464254486,0.398879736661911,0.274781823158264,0,0.010557999098661,0.000152776061440818
0xa17fdb804728f226fcd10e78eae5247abd984e0f03301312315b89cae25aa517,0.299263953830918,0.00010028571847027,0.996757507324219,0.796031534671783,0,0.00373357228195945,0.00015768145385664
0x9215b87e49fdd5b0e9fd4688f2d315dfdefc73655be529cc68aa3547f8828879,0.70030415389931,0.960017538798967,1,1,0.0933044739464781,0.313500274415094,0.0158800203353167
0x83cf8aae6477932bcbde5fde814f8ca40c5acec4db04f5924c8f166401d34985,0.712121423680426,0.966412258880442,1,1,0.129893852367189,0.349094354196456,0.0308678299188614
0xe118170da24b23a7b05cffbb830fea48ca8b64bc5a0217322c68c30952004cab,0.703373947630651,0.963673579125173,1,1,0.104970502180086,0.318494268784936,0.0158800203353167
0x903d88a92cbc0165a7f662305ac1bff97430dbcccaa0fe71e101e18aa9109c92,0.119709251221144,0.000100289161220973,0.355474919080734,0.359144032001495,0,0.00498368163730566,0.000170329949469306
0xe4dbeba25b0c0d67f8ecaff5ec7c0a9569ddc10c817ab6815d5bc3dfb22e9ec0,0.235947556691172,0.000143914185634266,0.999999761581421,0.415292501449585,0,0,0.000157873117132112
0xf336ff5c7465893a87c79ac514abe2e3fac1b3e06cbe185c00ea6af18d4e7a84,0.144577942697787,0.000423381964866514,0.415537655353546,0.447230041027069,0,0.00560946386509016,0.000170329949469306
0x167c97b5897d11b23a6694f30acb71e8deead771d22fe88aee04ca8696a2bffa,0.33382585799223,0.000182326616188715,1,1,0,0.00373357228195945,0.000152169799548574
0xe09d350d8574ac1728ab5797e3aa46841f6c97239940db010943f23ad4acf7ae,0.163986956682388,2.16004054770153E-05,0.566120088100433,0.417656630277634,0,0,0.000152776061440818
0xe2912b8bf34d561983f2ae95f34e33ecc7792a2905a3e317fcc98052bce66431,0.219657258963919,0.000159469434977702,0.317524343729019,0.999998450279236,0,0,0.000152776061440818
0xa6d90abe17d17743a9cecab84bcefb0fd0bbfa0c61bba60fd2f680b0a2f077fe,0.128232249758272,0.000502995049249978,0.209891378879547,0.555095255374908,0,0.00494853523357087,0.000152776061440818
0x12fe79f1de8aed0ba947cec4dce5d33368d649903cb45a5d3e915cc459e751fc,0.227079520600321,5.78091023795715E-05,0.512494683265686,0.849348187446594,0,0.000625782227784501,0.000152169799548574
0xe8277ef6ba8611bd12dc5a6e7ca4b984423bc0b3828159f83b466fdcf4fe054f,0.734580716363756,0.979607741407085,1,1,0.15663272869374,0.484439979659585,0.0313305146992207
0xb3f067618ce54bc26a960b660cfc28f9ea0315e2e9a1a855ede1508eb4017376,0.707158200729605,0.960058517050226,1,1,0.134970113920447,0.319450053137277,0.0298280883580446
0xca1bbf3b320662c89232006f1ec6624b56242850f07e0f1dadbe4f69ba0d6ac3,0.707172697527723,0.958421667781056,1,1,0.148298982463282,0.309429762919651,0.0315605290234089
0x9235e0662e230bdfa94f56f4932fd09a95fea17e4b9b44a4f40a59449e216110,0.711721222539488,0.972715513660239,1,1,0.1432647659657,0.325320622219394,0.01875907368958
